encoded_affiliate	affiliate_id
JNNSMNCF	271188
JNNTX8ZL	271189
JNNX6TKR	271190
JNNZGG6Z	271191
JNP1Q2S5	271192
JNP31MFB	271193
JNP4982H	271194
JNP5JSMN	271195
JNP6SF8T	271196
JNP841W2	271197
JNP9CLH7	271198
JNPBM74D	271199
JNPCWRPK	271200
JNPF6DBQ	271201
JNPGFZXX	271202
JNPHPKK4	271203
JNPK1669	271204
JNPL8QRG	271205
JNPMJCDM	271206
JNPNRZ1S	271207
JNPQ3JM1	271208
JNPRC586	271209
JNPSLPTC	271210
JNPTWBGJ	271211
JNPX5X3P	271212
JNPZFHNW	271213
JNQ1P4B3	271214
JNQ2ZNX8	271215
JNQ489JF	271216
JNQ5HW5L	271217
JNQ6RGQR	271218
JNQ833CZ	271219
JNQ9BN15	271220
JNQBL8LB	271221
JNQCTT7H	271222
JNQF5FSN	271223
JNQGF2FT	271224
JNQHNM32	271225
JNQJZ7N7	271226
JNQL7S9D	271227
JNQMHDWK	271228
JNQNR1HQ	271229
JNQQ2L4X	271230
JNQRB6Q4	271231
JNQSKRC9	271232
JNQTTCZG	271233
JNQX4ZKM	271234
JNQZDK6S	271235
JNR1N5S1	271236
JNR2XQF6	271237
JNR47C2C	271238
JNR5GXMJ	271239
JNR6QJ8P	271240
JNR824TW	271241
JNR99PH3	271242
JNRBKB48	271243
JNRCSWPF	271244
JNRF4HBL	271245
JNRGD3XR	271246
JNRHMNJZ	271247
JNRJX965	271248
JNRL6TRB	271249
JNRMGGDH	271250
JNRNQ31N	271251
JNRQ1MLT	271252
JNRR9882	271253
JNRSJST7	271254
JNRTSFGD	271255
JNRX423K	271256
JNRZCLNQ	271257
JNS1M79X	271258
JNS2WRX4	271259
JNS46DJ9	271260
JNS5G15G	271261
JNS6PKQM	271262
JNS816CS	271263
JNS98R11	271264
JNSBJCL6	271265
JNSCRZ7C	271266
JNSF3JSJ	271267
JNSGC5FP	271268
JNSHLQ2W	271269
JNSJWBN3	271270
JNSL5X98	271271
JNSMFHWF	271272
JNSNP4HL	271273
JNSPZP4R	271274
JNSR89PZ	271275
JNSSHWC5	271276
JNSTRGZB	271277
JNSX33KH	271278
JNSZBN6N	271279
JNT1L8RT	271280
JNT2TTF2	271281
JNT45G27	271282
JNT5F2MD	271283
JNT6NM8K	271284
JNT7Z7TQ	271285
JNT97SGX	271286
JNTBHF44	271287
JNTCR1P9	271288
JNTF2LBG	271289
JNTGB6XM	271290
JNTHKRJS	271291
JNTJTD61	271292
JNTL4ZR6	271293
JNTMDKDC	271294
JNTNN61J	271295
JNTPXQLP	271296
JNTR7C7W	271297
JNTSGXT3	271298
JNTTQJG8	271299
JNTX253F	271300
JNTZ9PNL	271301
JNW1KB9R	271302
JNW2SWWZ	271303
JNW44HJ5	271304
JNW5D45B	271305
JNW6MNQH	271306
JNW7X9CN	271307
JNW96TZT	271308
JNWBGGL2	271309
JNWCQ377	271310
JNWF1MSD	271311
JNWG98FK	271312
JNWHJT2Q	271313
JNWJSFMX	271314
JNWL4294	271315
JNWMCLW9	271316
JNWNM7HG	271317
JNWPWS4M	271318
JNWR6DPS	271319
JNWSG1C1	271320
JNWTPKZ6	271321
JNWX16KC	271322
JNWZ8R6J	271323
JNX1JCRP	271324
JNX2RZDW	271325
JNX43K23	271326
JNX5C5M8	271327
JNX6LQ8F	271328
JNX7WBTL	271329
JNX95XGR	271330
JNXBFJ3Z	271331
JNXCP4P5	271332
JNXDZPBB	271333
JNXG89XH	271334
JNXHHWJN	271335
JNXJRH5T	271336
JNXL33R2	271337
JNXMBND7	271338
JNXNL91D	271339
JNXPTTLK	271340
JNXR5G7Q	271341
JNXSF2SX	271342
JNXTNMG4	271343
JNXWZ839	271344
JNXZ7SNG	271345
JNZ1HF9M	271346
JNZ2R1WS	271347
JNZ42LJ1	271348
JNZ5B756	271349
JNZ6KRQC	271350
JNZ7TDCJ	271351
JNZ94ZZP	271352
JNZBDKKW	271353
JNZCN673	271354
JNZDXQS8	271355
JNZG7CFF	271356
JNZHGZ2L	271357
JNZJQJMR	271358
JNZL258Z	271359
JNZM9PW5	271360
JNZNKBHB	271361
JNZPSX4H	271362
JNZR4HPN	271363
JNZSD4BT	271364
JNZTMNZ2	271365
JNZWX9K7	271366
JNZZ6W6D	271367
JP11GGRK	271368
JP12Q3DQ	271369
JP141N1X	271370
JP1598M4	271371
JP16JT89	271372
JP17SFTG	271373
JP1942GM	271374
JP1BCM3S	271375
JP1CM7P1	271376
JP1DWSB6	271377
JP1G6DXC	271378
JP1HG1JJ	271379
JP1JPL5P	271380
JP1L16QW	271381
JP1M8RD3	271382
JP1NJD18	271383
JP1PRZLF	271384
JP1R3K7L	271385
JP1SC5SR	271386
JP1TLQFZ	271387
JP1WWC35	271388
JP1Z5XNB	271389
JP21FJ9H	271390
JP22P4WN	271391
JP23ZPHT	271392
JP258B52	271393
JP26HWQ7	271394
JP27RHCD	271395
JP2933ZK	271396
JP2BBNKQ	271397
JP2CL96X	271398
JP2DTTS4	271399
JP2G5GF9	271400
JP2HF32G	271401
JP2JNMMM	271402
JP2KZ88S	271403
JP2M7SW1	271404
JP2NHFH6	271405
JP2PR24C	271406
JP2R2LPJ	271407
JP2SB7BP	271408
JP2TKRXW	271409
JP2WTDK3	271410
JP2Z5168	271411
JP31DKRF	271412
JP32N6DL	271413
JP33XR1R	271414
JP357CLZ	271415
JP36GZ85	271416
JP37QJTB	271417
JP3925GH	271418
JP3B9Q3N	271419
JP3CKBNT	271420
JP3DSXB2	271421
JP3G4HX7	271422
JP3HD4JD	271423
JP3JMP5K	271424
JP3KX9QQ	271425
JP3M6WCX	271426
JP3NGH14	271427
JP3PQ3L9	271428
JP3R1N7G	271429
JP3S98SM	271430
JP3TJTFS	271431
JP3WSG31	271432
JP3Z42N6	271433
JP41CM9C	271434
JP42M7WJ	271435
JP43WSHP	271436
JP456F4W	271437
JP46G1Q3	271438
JP47PLC8	271439
JP4916ZF	271440
JP4B8RKL	271441
JP4CJD6R	271442
JP4DRZRZ	271443
JP4G3KF5	271444
JP4HC62B	271445
JP4JLQMH	271446
JP4KWC8N	271447
JP4M5XTT	271448
JP4NFJH2	271449
JP4PP547	271450
JP4QZPPD	271451
JP4S8BBK	271452
JP4THWXQ	271453
JP4WRHJX	271454
JP4Z3464	271455
JP51BNR9	271456
JP52L9DG	271457
JP53TW1M	271458
JP555GLS	271459
JP56F381	271460
JP57NMT6	271461
JP58Z8GC	271462
JP5B7T3J	271463
JP5CHFNP	271464
JP5DR29W	271465
JP5G2LX3	271466
JP5HB7J8	271467
JP5JKS5F	271468
JP5KTDQL	271469
JP5M51CR	271470
JP5NDKZZ	271471
JP5PN6L5	271472
JP5QXR7B	271473
JP5S7CSH	271474
JP5TGZFN	271475
JP5WQK2T	271476
JP5Z25N2	271477
JP619Q97	271478
JP62KBWD	271479
JP63SXHK	271480
JP654J4Q	271481
JP66D4PX	271482
JP67MPC4	271483
JP68X9Z9	271484
JP6B6WKG	271485
JP6CGH6M	271486
JP6DQ3RS	271487
JP6G1NF1	271488
JP6H9926	271489
JP6JJTMC	271490
JP6KSG8J	271491
JP6M42TP	271492
JP6NCMGW	271493
JP6PM843	271494
JP6QWSP8	271495
JP6S6FBF	271496
JP6TG1XL	271497
JP6WPLJR	271498
JP6Z175Z	271499
JP718RR5	271500
JP72JDDB	271501
JP73S11H	271502
JP753KLN	271503
JP76C67T	271504
JP77LQT2	271505
JP78WCG7	271506
JP7B5Z3D	271507
JP7CFJNK	271508
JP7DP59Q	271509
JP7FZPWX	271510
JP7H8BJ4	271511
JP7JHX59	271512
JP7KRHQG	271513
JP7M34CM	271514
JP7NBNZS	271515
JP7PL9L1	271516
JP7QTW76	271517
JP7S5GSC	271518
JP7TF3FJ	271519
JP7WNN2P	271520
JP7XZ8MW	271521
JP817T93	271522
JP82HFW8	271523
JP83R2HF	271524
JP852M4L	271525
JP86B7PR	271526
JP87KSBZ	271527
JP88TDZ5	271528
JP8B51KB	271529
JP8CDL6H	271530
JP8DN6RN	271531
JP8FXRDT	271532
JP8H7D22	271533
JP8JGZM7	271534
JP8KQK8D	271535
JP8M25TK	271536
JP8N9QGQ	271537
JP8PKC3X	271538
JP8QSXP4	271539
JP8S4JB9	271540
JP8TD4XG	271541
JP8WMPJM	271542
JP8XXB5S	271543
JP916WR1	271544
JP92GHD6	271545
JP93Q41C	271546
JP951NLJ	271547
JP96997P	271548
JP97JTSW	271549
JP98SGG3	271550
JP9B4338	271551
JP9CCMNF	271552
JP9DM89L	271553
JP9FWSWR	271554
JP9H6FHZ	271555
JP9JG255	271556
JP9KPLQB	271557
JP9M17CH	271558
JP9N8RZN	271559
JP9PJDKT	271560
JP9QS172	271561
JP9S3KS7	271562
JP9TC6FD	271563
JP9WLR2K	271564
JP9XWCMQ	271565
JPB15Z8X	271566
JPB2FJW4	271567
JPB3P5H9	271568
JPB4ZQ4G	271569
JPB68BPM	271570
JPB7HXBS	271571
JPB8RHZ1	271572
JPBB34K6	271573
JPBCBP6C	271574
JPBDL9RJ	271575
JPBFTWDP	271576
JPBH5H1W	271577
JPBJF3M3	271578
JPBKNN88	271579
JPBLZ8TF	271580
JPBN7TGL	271581
JPBPHG3R	271582
JPBQR2NZ	271583
JPBS2MB5	271584
JPBTB7XB	271585
JPBWKSJH	271586
JPBXTF5N	271587
JPC151QT	271588
JPC2DLD2	271589
JPC3N717	271590
JPC4XRLD	271591
JPC67D7K	271592
JPC7GZSQ	271593
JPC8QKFX	271594
JPCB2634	271595
JPCC9QN9	271596
JPCDKC9G	271597
JPCFSXWM	271598
JPCH4JHS	271599
JPCJD551	271600
JPCKMPQ6	271601
JPCLXBCC	271602
JPCN6WZJ	271603
JPCPGHKP	271604
JPCQQ46W	271605
JPCS1NS3	271606
JPCT99F8	271607
JPCWJW2F	271608
JPCXSGML	271609
JPD1438R	271610
JPD2CMTZ	271611
JPD3M8H5	271612
JPD4WT4B	271613
JPD66FPH	271614
JPD7G2BN	271615
JPD8PLXT	271616
JPDB17K2	271617
JPDC8S67	271618
JPDDJDRD	271619
JPDFS1DK	271620
JPDH3L1Q	271621
JPDJC6LX	271622
JPDKLR84	271623
JPDLWCT9	271624
JPDN5ZGG	271625
JPDPFK3M	271626
JPDQP5NS	271627
JPDRZQB1	271628
JPDT8BX6	271629
JPDWHXJC	271630
JPDXRJ5J	271631
JPF134QP	271632
JPF2BPCW	271633
JPF3LB13	271634
JPF4TWL8	271635
JPF65H7F	271636
JPF7F3SL	271637
JPF8NNFR	271638
JPF9Z92Z	271639
JPFC7TN5	271640
JPFDHG9B	271641
JPFFR2WH	271642
JPFH2MHN	271643
JPFJB84T	271644
JPFKKSQ2	271645
JPFLTFC7	271646
JPFN51ZD	271647
JPFPDLKK	271648
JPFQN76Q	271649
JPFRXRRX	271650
JPFT7DF4	271651
JPFWH129	271652
JPFXQKMG	271653
JPG1268M	271654
JPG29QTS	271655
JPG3KCH1	271656
JPG4SZ46	271657
JPG64JPC	271658
JPG7D5BJ	271659
JPG8MPXP	271660
JPG9XBJW	271661
JPGC6X63	271662
JPGDGHR8	271663
JPGFQ4DF	271664
JPGH1P1L	271665
JPGJ99LR	271666
JPGKJW7Z	271667
JPGLSGT5	271668
JPGN43GB	271669
JPGPCN3H	271670
JPGQM8NN	271671
JPGRWT9T	271672
JPGT6FX2	271673
JPGWG2J7	271674
JPGXPM5D	271675
JPH117QK	271676
JPH28SCQ	271677
JPH3JDZX	271678
JPH4S1L4	271679
JPH63L79	271680
JPH7C6SG	271681
JPH8LRFM	271682
JPH9WD2S	271683
JPHC5ZN1	271684
JPHDFK96	271685
JPHFP5WC	271686
JPHGZQHJ	271687
JPHJ8C4P	271688
JPHKHXPW	271689
JPHLRJC3	271690
JPHN34Z8	271691
JPHPBPKF	271692
JPHQLB6L	271693
JPHRTWRR	271694
JPHT5HDZ	271695
JPHWF425	271696
JPHXNNMB	271697
JPHZZ98H	271698
JPJ27TTN	271699
JPJ3HGGT	271700
JPJ4R342	271701
JPJ62MP7	271702
JPJ7B8BD	271703
JPJ8KSXK	271704
JPJ9TFJQ	271705
JPJC525X	271706
JPJDDLR4	271707
JPJFN7D9	271708
JPJGXS1G	271709
JPJJ7DLM	271710
JPJKH17S	271711
JPJLQKT1	271712
JPJN26G6	271713
JPJP9R3C	271714
JPJQKCNJ	271715
JPJRSZ9P	271716
JPJT4JWW	271717
JPJWD5J3	271718
JPJXMQ58	271719
JPJZXBQF	271720
JPK26XCL	271721
JPK3GHZR	271722
JPK4Q4KZ	271723
JPK61P75	271724
JPK799SB	271725
JPK8JWFH	271726
JPK9SH2N	271727
JPKC43MT	271728
JPKDCN92	271729
JPKFM8W7	271730
JPKGWTHD	271731
JPKJ6G4K	271732
JPKKG2PQ	271733
JPKLPMBX	271734
JPKN17Z4	271735
JPKP8SK9	271736
JPKQJF6G	271737
JPKRS1RM	271738
JPKT3LDS	271739
JPKWC721	271740
JPKXLRM6	271741
JPKZWD8C	271742
JPL25ZTJ	271743
JPL3FKGP	271744
JPL4P63W	271745
JPL5ZQP3	271746
JPL78CB8	271747
JPL8HXXF	271748
JPL9RJJL	271749
JPLC355R	271750
JPLDBPQZ	271751
JPLFLBD5	271752
JPLGTX1B	271753
JPLJ5HLH	271754
JPLKF47N	271755
JPLLNNST	271756
JPLMZ9G2	271757
JPLP7W37	271758
JPLQHGND	271759
JPLRR39K	271760
JPLT2MWQ	271761
JPLWB8HX	271762
JPLXKT54	271763
JPLZTFQ9	271764
JPM252CG	271765
JPM3DLZM	271766
JPM4N7KS	271767
JPM5XS71	271768
JPM77DS6	271769
JPM8H1FC	271770
JPM9QL2J	271771
JPMC26MP	271772
JPMD9R8W	271773
JPMFKCW3	271774
JPMGSZH8	271775
JPMJ4K4F	271776
JPMKD5PL	271777
JPMLMQBR	271778
JPMMXBXZ	271779
JPMP6XK5	271780
JPMQGJ6B	271781
JPMRQ4RH	271782
JPMT1PDN	271783
JPMW9B1T	271784
JPMXJWM2	271785
JPMZSH87	271786
JPN243TD	271787
JPN3CNGK	271788
JPN4M93Q	271789
JPN5WTNX	271790
JPN76GB4	271791
JPN8G2X9	271792
JPN9PMJG	271793
JPNC185M	271794
JPND8SQS	271795
JPNFJFD1	271796
JPNGS216	271797
JPNJ3LLC	271798
JPNKC77J	271799
JPNLLRSP	271800
JPNMWDFW	271801
JPNP6133	271802
JPNQFKN8	271803
JPNRP69F	271804
JPNSZQWL	271805
JPNW8CHR	271806
JPNXHZ4Z	271807
JPNZRJQ5	271808
JPP235CB	271809
JPP3BPZH	271810
JPP4LBKN	271811
JPP5TX6T	271812
JPP75HS2	271813
JPP8F4F7	271814
JPP9NP2D	271815
JPPBZ9MK	271816
JPPD7W8Q	271817
JPPFHGTX	271818
JPPGR3H4	271819
JPPJ2N49	271820
JPPKB8PG	271821
JPPLKTBM	271822
JPPMTFXS	271823
JPPP52K1	271824
JPPQDM66	271825
JPPRN7RC	271826
JPPSXSDJ	271827
JPPW7F1P	271828
JPPXH1LW	271829
JPPZQL83	271830
JPQ226T8	271831
JPQ39RGF	271832
JPQ4KD3L	271833
JPQ5SZNR	271834
JPQ74K9Z	271835
JPQ8D5X5	271836
JPQ9MQJB	271837
JPQBXC5H	271838
JPQD6XQN	271839
JPQFGJCT	271840
JPQGQ512	271841
JPQJ1PL7	271842
JPQK9B7D	271843
JPQLJWSK	271844
JPQMSHFQ	271845
JPQP442X	271846
JPQQCNN4	271847
JPQRM999	271848
JPQSWTWG	271849
JPQW6GHM	271850
JPQXG34S	271851
JPQZPMQ1	271852
JPR218C6	271853
JPR38SZC	271854
JPR4JFKJ	271855
JPR5S26P	271856
JPR73LRW	271857
JPR8C7F3	271858
JPR9LS28	271859
JPRBWDMF	271860
JPRD618L	271861
JPRFFKTR	271862
JPRGP6GZ	271863
JPRHZR45	271864
JPRK8CPB	271865
JPRLHZBH	271866
JPRMRJXN	271867
JPRP35JT	271868
JPRQBQ62	271869
JPRRLBR7	271870
JPRSTXDD	271871
JPRW5J1K	271872
JPRXF4LQ	271873
JPRZNP7X	271874
JPS1Z9T4	271875
JPS37WG9	271876
JPS4HH3G	271877
JPS5R3NM	271878
JPS72N9S	271879
JPS8B8X1	271880
JPS9KTJ6	271881
JPSBTG5C	271882
JPSD52QJ	271883
JPSFDMCP	271884
JPSGN7ZW	271885
JPSHXSL3	271886
JPSK7F78	271887
JPSLH1SF	271888
JPSMQLFL	271889
JPSP272R	271890
JPSQ9RMZ	271891
JPSRKD95	271892
JPSSSZWB	271893
JPSW4KHH	271894
JPSXD64N	271895
JPSZMQPT	271896
JPT1XCC2	271897
JPT36XZ7	271898
JPT4GJKD	271899
JPT5Q56K	271900
JPT71PRQ	271901
JPT89BDX	271902
JPT9JX24	271903
JPTBSHM9	271904
JPTD448G	271905
JPTFCNTM	271906
JPTGM9GS	271907
JPTHWW41	271908
JPTK6GP6	271909
JPTLG3BC	271910
JPTMPMXJ	271911
JPTP18JP	271912
JPTQ8T5W	271913
JPTRJFR3	271914
JPTSS2D8	271915
JPTW3M1F	271916
JPTXC7LL	271917
JPTZLS7R	271918
JPW1WDSZ	271919
JPW361G5	271920
JPW4FL3B	271921
JPW5P6NH	271922
JPW6ZR9N	271923
JPW88CWT	271924
JPW9HZJ2	271925
JPWBRK57	271926
JPWD35QD	271927
JPWFBQCK	271928
JPWGLBZQ	271929
JPWHTXKX	271930
JPWK5J74	271931
JPWLF4S9	271932
JPWMNPFG	271933
JPWNZB2M	271934
JPWQ7WMS	271935
JPWRHH91	271936
JPWSR3W6	271937
JPWW2NHC	271938
JPWXB94J	271939
JPWZKTPP	271940
JPX1TGBW	271941
JPX352Z3	271942
JPX4DMK8	271943
JPX5N86F	271944
JPX6XSRL	271945
JPX87FDR	271946
JPX9H21Z	271947
JPXBQLM5	271948
JPXD278B	271949
JPXF9RTH	271950
JPXGKDGN	271951
JPXHT13T	271952
JPXK4KP2	271953
JPXLD6B7	271954
JPXMMQXD	271955
JPXNXCJK	271956
JPXQ6Z5Q	271957
JPXRGJQX	271958
JPXSQ5D4	271959
JPXW1Q19	271960
JPXX9BLG	271961
JPXZJX7M	271962
JPZ1SHSS	271963
JPZ344G1	271964
JPZ4CP36	271965
JPZ5M9NC	271966
JPZ6WW9J	271967
JPZ86GWP	271968
JPZ9G3HW	271969
JPZBPN53	271970
JPZD18Q8	271971
JPZF8TCF	271972
JPZGJFZL	271973
JPZHS2KR	271974
JPZK3M6Z	271975
JPZLC7S5	271976
JPZMLSFB	271977
JPZNWF2H	271978
JPZQ61MN	271979
JPZRFL8T	271980
JPZSP6W2	271981
JPZTZRH7	271982
JPZX8D4D	271983
JPZZHZPK	271984
JQ11RKBQ	271985
JQ1335XX	271986
JQ14BQK4	271987
JQ15LC69	271988
JQ16TXRG	271989
JQ185JDM	271990
JQ19F51S	271991
JQ1BNPM1	271992
JQ1CZB86	271993
JQ1F7WTC	271994
JQ1GHHGJ	271995
JQ1HR43P	271996
JQ1K2NNW	271997
JQ1LB9B3	271998
JQ1MKTX8	271999
JQ1NTGJF	272000
